dataset_name,year,title,description,identifier,contact,access_level,modified,publisher,references,keywords
sipp,2004,Wave 1 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV1,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 1 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV1,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 1 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV1,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave1,2004,Wave 1 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV1,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 2 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV2,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 2 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV2,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 2 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV2,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave2,2004,Wave 2 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV2,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 3 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV3,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 3 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV3,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 3 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV3,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave3,2004,Wave 3 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV3,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 4 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV4,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 4 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV4,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 4 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV4,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave4,2004,Wave 4 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV4,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 5 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV5,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 5 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV5,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 5 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV5,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave5,2004,Wave 5 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV5,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 6 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV6,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 6 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV6,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 6 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV6,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave6,2004,Wave 6 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV6,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 7 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV7,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 7 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV7,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 7 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV7,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave7,2004,Wave 7 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV7,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 8 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV8,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 8 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV8,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 8 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV8,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave8,2004,Wave 8 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV8,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 9 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV9,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
core,2004,Wave 9 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV9,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 9 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV9,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave9,2004,Wave 9 Survey of Income and Program Participation - 2004 Panel: Core,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs. Questions about these topics were repeated for 12 interviews. Each interview covered a four-month period, with the first interview covering February to May 2004.",https://api.census.gov/data/id/SIPP2004COREV9,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 1 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV1,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
topical,2004,Wave 1 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV1,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 1 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV1,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave1,2004,Wave 1 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV1,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 2 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV2,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
topical,2004,Wave 2 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV2,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 2 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV2,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave2,2004,Wave 2 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV2,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 3 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV3,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
topical,2004,Wave 3 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV3,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 3 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV3,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
wave3,2004,Wave 3 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV3,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
sipp,2004,Wave 4 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV4,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
topical,2004,Wave 4 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV4,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
2004panel,2004,Wave 4 Survey of Income and Program Participation - 2004 Panel: Topical Modules,"SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Each interview of the 2004 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 2004 and May 2004.",https://api.census.gov/data/id/SIPP2004TOPICALV4,SIPP Coordination and Outreach Staff,public,2022-12-07 00:00:00.0,U.S. Census Bureau,https://www.census.gov/developers/,census
