dataset_name,variable_name,label,concept,predicateType
cps/basic/may,A_WHENLJ,Labor Force-last work full-time job lasting 2+ weeks,,int
cps/basic/may,H_INTRV3,Household-interviewer code,,int
cps/basic/may,AXFTREAS,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/may,H_MIS,Household-month in sample,,int
cps/basic/may,A_NLFREA,Labor Force-current activity/reason,,int
cps/basic/may,A_HGA,"Demographic-highest dgree, grade completed",,int
cps/basic/may,A_HGC,Grade Completed?,,int
cps/basic/may,H_TYPERP,Household-type of reference person,,int
cps/basic/may,AXFTPT,School Enrollment-f/t or p/t student (allocation flag),,int
cps/basic/may,HXSEASON,Household-seasonal status (allocation flag),,int
cps/basic/may,H_TYPEBC,Household-type B/C,,int
cps/basic/may,H_FARM,Household-farm/nonfarm,,int
cps/basic/may,AXLFSR,Labor Force-labor force status recode (allocation flag),,int
cps/basic/nov,for,Census API FIPS 'for' clause,Census API Geography Specification,fips-for
cps/basic/nov,in,Census API FIPS 'in' clause,Census API Geography Specification,fips-in
cps/basic/nov,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,ucgid
cps/basic/nov,HG_FIPS,Geography-FIPS state code,,Unknown
cps/basic/nov,AXWHYNL,Labor Force-reasons not looking for work (allocation flag),,int
cps/basic/nov,A_UNTYPE,Labor Force-reason,,int
cps/basic/nov,H_TENURE,Household-tenure,,int
cps/basic/nov,AXWHYNA,Labor Force-why not (allocation flag),,int
cps/basic/nov,A_ENRLW,School Enrollment-enrolled/attending an inst. of educ.,,int
cps/basic/nov,HXLIVQRT,Household-living quarters (allocation flag),,int
cps/basic/nov,A_PFFTPT,Labor Force-full-time/part-time status,,int
cps/basic/nov,AXMAJACT,Labor Force-activities last week (allocation flag),,int
cps/basic/nov,A_AGE,Demographic-age,,int
cps/basic/nov,AXHSCOL,School Enrollment-institution (allocation flag),,int
cps/basic/nov,AXPARENT,Demographic-parent's line number (allocation flag),,int
cps/basic/nov,AXHGC,Allocation Flag for A_HGC,,int
cps/basic/nov,A_OCC,Indus.&Occ.-(main job)occupation code,,int
cps/basic/nov,A_FAMNUM,Demographic-family number,,int
cps/basic/nov,A_CLSWKR,Indus.&Occ.-class of worker,,int
cps/basic/nov,AXHGA,"Demographic-highest deg., grade completed (allocation flag)",,int
cps/basic/nov,A_HRSCHK,Labor Force-interviewer check,,int
cps/basic/nov,A_CHKWJ,Indus.&Occ.-interviewer check item,,int
cps/basic/nov,HG_CMSA,Geography-CMSA code,,int
cps/basic/nov,A_EXPLF,Labor Force-employment status,,int
cps/basic/nov,A_FTLF,Labor Force-f/t labor force,,int
cps/basic/nov,A_HRS1,Labor Force-total hours worked,,int
cps/basic/nov,AXUSLHRS,Earnings-hours/week worked (allocation flag),,int
cps/basic/nov,A_RACE,Demographic-race,,int
cps/basic/nov,A_MJOCC,Indus.&Occ.-major occupation code,,int
cps/basic/nov,A_OVRTIM,Labor Force-overtime worked,,int
cps/basic/nov,AXFTABS,Labor Force-hours worked/week (allocation flag),,int
cps/basic/nov,AXPAYABS,Labor Force-paid absences (allocation flag),,int
cps/basic/nov,H_ID,Household-unique household identifier,,string
cps/basic/nov,AXCLSWKR,Indus.&Occ.-class of worker (allocation flag),,int
cps/basic/nov,HXTELAVL,Household-telephone available (allocation flag),,int
cps/basic/nov,AXVET,Demographic-veteran status (allocation flag),,int
cps/basic/nov,HXHHNUM,Household-household number (allocation flag),,int
cps/basic/nov,A_USLFT,Labor Force-hours usually worked/week,,int
cps/basic/nov,A_WKSCH,Labor Force-time worked/lost,,int
cps/basic/nov,A_HSCOL,School Enrollment-institution,,int
cps/basic/nov,A_PFREL,Demographic-primary family relationship,,int
cps/basic/nov,AXRACE,Demographic-race (allocation flag),,int
cps/basic/nov,A_ANYWK,Labor Force-work,,int
cps/basic/nov,A_EMP,Labor Force-employed persons,,int
cps/basic/nov,H_TIMINT,Household-time of interview,,int
cps/basic/nov,AXWKSLK,Labor Force-number of weeks laid off (allocation flag),,int
cps/basic/nov,H_TYPINT,Household-type interview,,int
cps/basic/nov,AXMTHD,Labor Force-attempts to look for work (allocation flag),,int
cps/basic/nov,A_LKFTPT,Labor Force-full-time/part-time,,int
cps/basic/nov,AXJOBABS,Labor Force-absence from job (allocation flag),,int
cps/basic/nov,AXHRSCHK,Labor Force-interviewer check (allocation flag),,int
cps/basic/nov,AXLINENO,Demographic-line number (allocation flag),,int
cps/basic/nov,H_METSTA,Geography-metropolitan/non-metropolitan,,int
cps/basic/nov,HXOCCINT,Household-unit occupancy (allocation flag),,int
cps/basic/nov,A_SEX,Demographic-sex,,int
cps/basic/nov,A_PFNOCD,Demographic-# of children < 18,,int
cps/basic/nov,H_DAYCMP,Household-day interview complete,,int
cps/basic/nov,HG_MSSZ,Geography-MSA size,,int
cps/basic/nov,H_FAMINC,Household-family income,,int
cps/basic/nov,AXHRSPAY,Earnings-hourly earnings (allocation flag),,int
cps/basic/nov,A_PFSIZE,Demographic-size,,int
cps/basic/nov,H_MONTH,Household-month of survey,,int
cps/basic/nov,A_DTOCC,Indus.&Occ.-detailed occupation code,,int
cps/basic/nov,HXTIMINT,Household-time of interview (allocation flag),,int
cps/basic/nov,A_WHYNA,Labor Force-why not,,int
cps/basic/nov,AXAVAIL,Labor Force-available job (allocation flag),,int
cps/basic/nov,A_AG_NA,"Indus.&Occ.-agriculture, non-agriculture",,int
cps/basic/nov,AXLKWK,Labor Force-looking for work (allocation flag),,int
cps/basic/nov,AXENRLW,School Enrollment-enrolled/attend a school(allocation flag),,int
cps/basic/nov,A_ERNEL,Earnings-eligibility,,int
cps/basic/nov,H_CPSCHK,Household-interviewer check item,,int
cps/basic/nov,A_PFPRCD,Demographic-children < 18 in primary family,,int
cps/basic/nov,H_TELAVL,Household-telephone available,,int
cps/basic/nov,A_WKSTAT,Labor Force-full/part-time status,,int
cps/basic/nov,HXAREASN,Household-reason (allocation flag),,int
cps/basic/nov,A_MTHD6,Labor Force-nothing,,int
cps/basic/nov,A_MTHD5,"Labor Force-placed, answered ADS",,int
cps/basic/nov,A_LFESF,"Labor Force-labor force, earner status (female)",,int
cps/basic/nov,A_FAMREL,Demographic-family relationship,,int
cps/basic/nov,A_PFNOEM,Labor Force-number of employed,,int
cps/basic/nov,A_MTHD7,Labor Force-other,,int
cps/basic/nov,A_MTHD2,Labor Force-private emp. agency,,int
cps/basic/nov,HXTELINT,Household-telephone interview acceptable (allocation flag),,int
cps/basic/nov,A_MTHD1,Labor Force-public employment agency,,int
cps/basic/nov,A_LFESM,"Labor Force-labor force, earner status (male)",,int
cps/basic/nov,A_MTHD4,Labor Force-friends/relatives,,int
cps/basic/nov,HXRESPNM,Household-line no. hhld resp. (allocation flag),,int
cps/basic/nov,A_MTHD3,Labor Force-employer,,int
cps/basic/nov,A_CIVLF,Labor Force-civilian labor force,,int
cps/basic/nov,A_ABSREA,"Labor Force-reasons for absence, pay status",,int
cps/basic/nov,A_LOSTIM,"Labor Force-lost time, time off from work",,int
cps/basic/nov,A_WANTJB,Labor Force-want regular job,,int
cps/basic/nov,A_RECTYP,Demographic-record type,,int
cps/basic/nov,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/nov,HG_MSAC,Geography-FIPS code,,int
cps/basic/nov,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/nov,HG_MSAR,Geography-rank,,int
cps/basic/nov,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/nov,A_RRP,Demographic-relationship to reference person,,int
cps/basic/nov,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/nov,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/nov,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/nov,A_PFWS,Labor Force-wage and salary,,int
cps/basic/nov,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/nov,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/nov,HG_MSAS,Geography-MSA status,,int
cps/basic/nov,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/nov,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/nov,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/nov,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/nov,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/nov,H_SEASON,Household-seasonal status,,int
cps/basic/nov,H_STATUS,Household-status change,,int
cps/basic/nov,H_TYPE,Household-household type,,int
cps/basic/nov,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/nov,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/nov,AXAGE,Demographic-age (allocation flag),,int
cps/basic/nov,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/nov,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/nov,A_MARITL,Demographic-marital status,,int
cps/basic/nov,A_PFNOER,Earnings-number of earners,,int
cps/basic/nov,A_REORGN,Demographic-origin,,int
cps/basic/nov,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/nov,HG_PMSA,Geography-PMSA rank,,int
cps/basic/nov,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/nov,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/nov,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/nov,A_LINENO,Demographic-line number,,int
cps/basic/nov,A_JOBABS,Labor Force-absence from job,,int
cps/basic/nov,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/nov,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/nov,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/nov,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/nov,H_NUMFAM,Household-number of families,,int
cps/basic/nov,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/nov,A_AVAIL,Labor Force-available job,,int
cps/basic/nov,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/nov,H_PRSCNT,Household-number of contacts,,int
cps/basic/nov,H_NUMPER,Household-number of persons,,int
cps/basic/nov,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/nov,HXARACE,Household-race (allocation flag),,int
cps/basic/nov,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/nov,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/nov,H_AREASN,Household-reason,,int
cps/basic/nov,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/nov,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/nov,A_FAMTYP,Demographic-family type,,int
cps/basic/nov,H_OCCINT,Household-unit occupancy,,int
cps/basic/nov,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/nov,H_HHWGT,Household-household weight,,int
cps/basic/nov,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/nov,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/nov,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/nov,A_FNLWGT,Weight-adults final weight,,int
cps/basic/nov,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/nov,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/nov,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/nov,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/nov,A_VET,Demographic-veteran status,,int
cps/basic/nov,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/nov,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/nov,H_TELHHD,Household-telephone in household,,int
cps/basic/nov,A_PTREA,Labor Force-reasons,,int
cps/basic/nov,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/nov,H_TELCNT,Household-number of contacts,,int
cps/basic/nov,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/nov,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/nov,A_PAYABS,Labor Force-paid absences,,int
cps/basic/nov,H_HHNUM,Household-household number,,int
cps/basic/nov,A_WHYABS,Labor Force-reason for absence,,int
cps/basic/nov,A_RCOW,Labor Force-class of worker recode,,int
cps/basic/nov,A_WHYNL8,Labor Force-school/training,,int
cps/basic/nov,A_WHYNL9,Labor Force-ill health,,int
cps/basic/nov,A_WHYNLB,Labor Force-don't know,,int
cps/basic/nov,AXGRSWK,Earnings-weekly earnings (allocation flag),,int
cps/basic/nov,A_WHYNLA,Labor Force-other,,int
cps/basic/nov,A_MJIND,Ind.&Occ.-major industry code,,int
cps/basic/nov,A_WHYNL2,Labor Force-couldn't find work,,int
cps/basic/nov,A_WHYNL3,Labor Force-lacks schooling,,int
cps/basic/nov,A_WHYNL1,Labor Force-no work available,,int
cps/basic/nov,A_WHYNL6,Labor Force-child care,,int
cps/basic/nov,A_WHYNL7,Labor Force-family responsibilities,,int
cps/basic/nov,A_WHYNL4,Labor Force-age,,int
cps/basic/nov,A_WHYNL5,Labor Force-personal handicap,,int
cps/basic/nov,A_MAJACT,Labor Force-activities last week,,int
cps/basic/nov,A_HERNTF,Earnings-hourly earnings top code flag,,int
cps/basic/nov,H_MSTIND,Household-master segment tape index,,int
cps/basic/nov,HXPRSCNT,Household-number of contacts (allocation flag),,int
cps/basic/nov,AXWHYLFT,Labor Force-reason for leaving (allocation flag),,int
cps/basic/nov,AXANYWK,Labor Force-work (allocation flag),,int
cps/basic/nov,AXUSLFT,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/nov,AXENRCHK,School Enrollment-interviewer check (allocation flag),,int
cps/basic/nov,AXIND,Indus.&Occ.-industry (allocation flag),,int
cps/basic/nov,H_YEAR,"Household-year of survey, last digit",,int
cps/basic/nov,A_SPOUSE,Demographic-line number,,int
cps/basic/nov,A_LKWK,Labor Force-looking for work,,int
cps/basic/nov,A_DSCWK,Labor Force-discouraged worker flag,,int
cps/basic/nov,A_UNMEM,Earnings-labor union membership or similar association,,int
cps/basic/nov,A_HERNTP,Earnings-hourly earnings top code,,int
cps/basic/nov,A_PTHRS,Labor Force-part-time hours,,int
cps/basic/nov,A_FERNTF,Earnings-family earnings top code flag,,int
cps/basic/nov,A_NAGWS,Indus.&Occ.-non-agricultural wage and salary workers,,int
cps/basic/nov,H_HHTYPE,Household-type of household,,int
cps/basic/nov,H_LIVQRT,Household-living quarters,,int
cps/basic/nov,A_PARENT,Demographic-line number,,int
cps/basic/nov,A_FERNTP,Earnings-family earnings top coded,,int
cps/basic/nov,HXTELHHD,Household-telephone in household (allocation flag),,int
cps/basic/nov,AXLOSTIM,"Labor Force-lost time, time off from work (allocation flag)",,int
cps/basic/nov,H_TELINT,Household-telephone interview acceptable,,int
cps/basic/nov,HXTELCNT,Household-number of contacts (allocation flag),,int
cps/basic/nov,H_RESPNM,Household-line no. hhld resp.,,int
cps/basic/nov,AXRRP,Demographic-relationship to ref person (allocation flag),,int
cps/basic/nov,HG_REG,Geography-region,,int
cps/basic/nov,A_PFHHAG,Demographic-age,,int
cps/basic/nov,A_DTIND,Indus.&Occ.-detailed industry code,,int
cps/basic/nov,A_HRLYWK,Earnings-hourly wage,,int
cps/basic/nov,A_VETWGT,Weight-veteran's weight,,int
cps/basic/nov,A_UNCOV,Earnings-union/employee association contract covering,,int
cps/basic/nov,AXUNMEM,Earnings-labor union membership (allocation flag),,int
cps/basic/nov,A_FTABS,Labor Force-hours worked/week,,int
cps/basic/nov,A_FAMWGT,Weight-family weight,,int
cps/basic/nov,AXINTEND,Labor Force-intend to look for work (allocation flag),,int
cps/basic/nov,HXSTATUS,"Household-status change, replacement (allocation flag)",,int
cps/basic/nov,H_INTRV1,Household-interviewer code,,int
cps/basic/nov,H_INTRV2,Household-interviewer code,,int
cps/basic/nov,A_WHENLJ,Labor Force-last work full-time job lasting 2+ weeks,,int
cps/basic/nov,H_INTRV3,Household-interviewer code,,int
cps/basic/nov,AXFTREAS,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/nov,H_MIS,Household-month in sample,,int
cps/basic/nov,A_NLFREA,Labor Force-current activity/reason,,int
cps/basic/nov,A_HGA,"Demographic-highest dgree, grade completed",,int
cps/basic/nov,A_HGC,Grade Completed?,,int
cps/basic/nov,H_TYPERP,Household-type of reference person,,int
cps/basic/nov,AXFTPT,School Enrollment-f/t or p/t student (allocation flag),,int
cps/basic/nov,HXSEASON,Household-seasonal status (allocation flag),,int
cps/basic/nov,H_TYPEBC,Household-type B/C,,int
cps/basic/nov,H_FARM,Household-farm/nonfarm,,int
cps/basic/nov,AXLFSR,Labor Force-labor force status recode (allocation flag),,int
cps/basic/oct,for,Census API FIPS 'for' clause,Census API Geography Specification,fips-for
cps/basic/oct,in,Census API FIPS 'in' clause,Census API Geography Specification,fips-in
cps/basic/oct,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,ucgid
cps/basic/oct,HG_FIPS,Geography-FIPS state code,,Unknown
cps/basic/oct,AXWHYNL,Labor Force-reasons not looking for work (allocation flag),,int
cps/basic/oct,A_UNTYPE,Labor Force-reason,,int
cps/basic/oct,H_TENURE,Household-tenure,,int
cps/basic/oct,AXWHYNA,Labor Force-why not (allocation flag),,int
cps/basic/oct,A_ENRLW,School Enrollment-enrolled/attending an inst. of educ.,,int
cps/basic/oct,HXLIVQRT,Household-living quarters (allocation flag),,int
cps/basic/oct,A_PFFTPT,Labor Force-full-time/part-time status,,int
cps/basic/oct,AXMAJACT,Labor Force-activities last week (allocation flag),,int
cps/basic/oct,A_AGE,Demographic-age,,int
cps/basic/oct,AXHSCOL,School Enrollment-institution (allocation flag),,int
cps/basic/oct,AXPARENT,Demographic-parent's line number (allocation flag),,int
cps/basic/oct,AXHGC,Allocation Flag for A_HGC,,int
cps/basic/oct,A_OCC,Indus.&Occ.-(main job)occupation code,,int
cps/basic/oct,A_FAMNUM,Demographic-family number,,int
cps/basic/oct,A_CLSWKR,Indus.&Occ.-class of worker,,int
cps/basic/oct,AXHGA,"Demographic-highest deg., grade completed (allocation flag)",,int
cps/basic/oct,A_HRSCHK,Labor Force-interviewer check,,int
cps/basic/oct,A_CHKWJ,Indus.&Occ.-interviewer check item,,int
cps/basic/oct,HG_CMSA,Geography-CMSA code,,int
cps/basic/oct,A_EXPLF,Labor Force-employment status,,int
cps/basic/oct,A_FTLF,Labor Force-f/t labor force,,int
cps/basic/oct,A_HRS1,Labor Force-total hours worked,,int
cps/basic/oct,AXUSLHRS,Earnings-hours/week worked (allocation flag),,int
cps/basic/oct,A_RACE,Demographic-race,,int
cps/basic/oct,A_MJOCC,Indus.&Occ.-major occupation code,,int
cps/basic/oct,A_OVRTIM,Labor Force-overtime worked,,int
cps/basic/oct,AXFTABS,Labor Force-hours worked/week (allocation flag),,int
cps/basic/oct,AXPAYABS,Labor Force-paid absences (allocation flag),,int
cps/basic/oct,H_ID,Household-unique household identifier,,string
cps/basic/oct,AXCLSWKR,Indus.&Occ.-class of worker (allocation flag),,int
cps/basic/oct,HXTELAVL,Household-telephone available (allocation flag),,int
cps/basic/oct,AXVET,Demographic-veteran status (allocation flag),,int
cps/basic/oct,HXHHNUM,Household-household number (allocation flag),,int
cps/basic/oct,A_USLFT,Labor Force-hours usually worked/week,,int
cps/basic/oct,A_WKSCH,Labor Force-time worked/lost,,int
cps/basic/oct,A_HSCOL,School Enrollment-institution,,int
cps/basic/oct,A_PFREL,Demographic-primary family relationship,,int
cps/basic/oct,AXRACE,Demographic-race (allocation flag),,int
cps/basic/oct,A_ANYWK,Labor Force-work,,int
cps/basic/oct,A_EMP,Labor Force-employed persons,,int
cps/basic/oct,H_TIMINT,Household-time of interview,,int
cps/basic/oct,AXWKSLK,Labor Force-number of weeks laid off (allocation flag),,int
cps/basic/oct,H_TYPINT,Household-type interview,,int
cps/basic/oct,AXMTHD,Labor Force-attempts to look for work (allocation flag),,int
cps/basic/oct,A_LKFTPT,Labor Force-full-time/part-time,,int
cps/basic/oct,AXJOBABS,Labor Force-absence from job (allocation flag),,int
cps/basic/oct,AXHRSCHK,Labor Force-interviewer check (allocation flag),,int
cps/basic/oct,AXLINENO,Demographic-line number (allocation flag),,int
cps/basic/oct,H_METSTA,Geography-metropolitan/non-metropolitan,,int
cps/basic/oct,HXOCCINT,Household-unit occupancy (allocation flag),,int
cps/basic/oct,A_SEX,Demographic-sex,,int
cps/basic/oct,A_PFNOCD,Demographic-# of children < 18,,int
cps/basic/oct,H_DAYCMP,Household-day interview complete,,int
cps/basic/oct,HG_MSSZ,Geography-MSA size,,int
cps/basic/oct,H_FAMINC,Household-family income,,int
cps/basic/oct,AXHRSPAY,Earnings-hourly earnings (allocation flag),,int
cps/basic/oct,A_PFSIZE,Demographic-size,,int
cps/basic/oct,H_MONTH,Household-month of survey,,int
cps/basic/oct,A_DTOCC,Indus.&Occ.-detailed occupation code,,int
cps/basic/oct,HXTIMINT,Household-time of interview (allocation flag),,int
cps/basic/oct,A_WHYNA,Labor Force-why not,,int
cps/basic/oct,AXAVAIL,Labor Force-available job (allocation flag),,int
cps/basic/oct,A_AG_NA,"Indus.&Occ.-agriculture, non-agriculture",,int
cps/basic/oct,AXLKWK,Labor Force-looking for work (allocation flag),,int
cps/basic/oct,AXENRLW,School Enrollment-enrolled/attend a school(allocation flag),,int
cps/basic/oct,A_ERNEL,Earnings-eligibility,,int
cps/basic/oct,H_CPSCHK,Household-interviewer check item,,int
cps/basic/oct,A_PFPRCD,Demographic-children < 18 in primary family,,int
cps/basic/oct,H_TELAVL,Household-telephone available,,int
cps/basic/oct,A_WKSTAT,Labor Force-full/part-time status,,int
cps/basic/oct,HXAREASN,Household-reason (allocation flag),,int
cps/basic/oct,A_MTHD6,Labor Force-nothing,,int
cps/basic/oct,A_MTHD5,"Labor Force-placed, answered ADS",,int
cps/basic/oct,A_LFESF,"Labor Force-labor force, earner status (female)",,int
cps/basic/oct,A_FAMREL,Demographic-family relationship,,int
cps/basic/oct,A_PFNOEM,Labor Force-number of employed,,int
cps/basic/oct,A_MTHD7,Labor Force-other,,int
cps/basic/oct,A_MTHD2,Labor Force-private emp. agency,,int
cps/basic/oct,HXTELINT,Household-telephone interview acceptable (allocation flag),,int
cps/basic/oct,A_MTHD1,Labor Force-public employment agency,,int
cps/basic/oct,A_LFESM,"Labor Force-labor force, earner status (male)",,int
cps/basic/oct,A_MTHD4,Labor Force-friends/relatives,,int
cps/basic/oct,HXRESPNM,Household-line no. hhld resp. (allocation flag),,int
cps/basic/oct,A_MTHD3,Labor Force-employer,,int
cps/basic/oct,A_CIVLF,Labor Force-civilian labor force,,int
cps/basic/oct,A_ABSREA,"Labor Force-reasons for absence, pay status",,int
cps/basic/oct,A_LOSTIM,"Labor Force-lost time, time off from work",,int
cps/basic/oct,A_WANTJB,Labor Force-want regular job,,int
cps/basic/oct,A_RECTYP,Demographic-record type,,int
cps/basic/oct,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/oct,HG_MSAC,Geography-FIPS code,,int
cps/basic/oct,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/oct,HG_MSAR,Geography-rank,,int
cps/basic/oct,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/oct,A_RRP,Demographic-relationship to reference person,,int
cps/basic/oct,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/oct,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/oct,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/oct,A_PFWS,Labor Force-wage and salary,,int
cps/basic/oct,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/oct,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/oct,HG_MSAS,Geography-MSA status,,int
cps/basic/oct,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/oct,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/oct,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/oct,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/oct,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/oct,H_SEASON,Household-seasonal status,,int
cps/basic/oct,H_STATUS,Household-status change,,int
cps/basic/oct,H_TYPE,Household-household type,,int
cps/basic/oct,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/oct,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/oct,AXAGE,Demographic-age (allocation flag),,int
cps/basic/oct,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/oct,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/oct,A_MARITL,Demographic-marital status,,int
cps/basic/oct,A_PFNOER,Earnings-number of earners,,int
cps/basic/oct,A_REORGN,Demographic-origin,,int
cps/basic/oct,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/oct,HG_PMSA,Geography-PMSA rank,,int
cps/basic/oct,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/oct,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/oct,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/oct,A_LINENO,Demographic-line number,,int
cps/basic/oct,A_JOBABS,Labor Force-absence from job,,int
cps/basic/oct,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/oct,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/oct,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/oct,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/oct,H_NUMFAM,Household-number of families,,int
cps/basic/oct,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/oct,A_AVAIL,Labor Force-available job,,int
cps/basic/oct,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/oct,H_PRSCNT,Household-number of contacts,,int
cps/basic/oct,H_NUMPER,Household-number of persons,,int
cps/basic/oct,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/oct,HXARACE,Household-race (allocation flag),,int
cps/basic/oct,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/oct,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/oct,H_AREASN,Household-reason,,int
cps/basic/oct,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/oct,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/oct,A_FAMTYP,Demographic-family type,,int
cps/basic/oct,H_OCCINT,Household-unit occupancy,,int
cps/basic/oct,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/oct,H_HHWGT,Household-household weight,,int
cps/basic/oct,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/oct,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/oct,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/oct,A_FNLWGT,Weight-adults final weight,,int
cps/basic/oct,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/oct,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/oct,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/oct,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/oct,A_VET,Demographic-veteran status,,int
cps/basic/oct,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/oct,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/oct,H_TELHHD,Household-telephone in household,,int
cps/basic/oct,A_PTREA,Labor Force-reasons,,int
cps/basic/oct,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/oct,H_TELCNT,Household-number of contacts,,int
cps/basic/oct,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/oct,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/oct,A_PAYABS,Labor Force-paid absences,,int
